# i, 		 t. 	     MEtot,	        dMEtot,         KEtot,		    dKEtot,         Pdvtot, 	    dTEtot, 	    Etot
3304,	1.32042e-01,	9.92416e-06,	1.24988e-09,	2.60056e-06,	7.12196e-10,	2.96263e-03,	3.65044e-07,	2.97515e-03
3305,	1.32050e-01,	9.92419e-06,	9.37529e-10,	2.60186e-06,	5.34366e-10,	2.96289e-03,	2.73822e-07,	2.97541e-03
3306,	1.32061e-01,	9.92422e-06,	1.25025e-09,	2.60359e-06,	7.12876e-10,	2.96323e-03,	3.65165e-07,	2.97576e-03
3307,	1.32072e-01,	9.92426e-06,	1.25046e-09,	2.60532e-06,	7.13263e-10,	2.96358e-03,	3.65233e-07,	2.97611e-03
3308,	1.32080e-01,	9.92429e-06,	9.37958e-10,	2.60662e-06,	5.35165e-10,	2.96384e-03,	2.73963e-07,	2.97637e-03
3309,	1.32091e-01,	9.92432e-06,	1.25082e-09,	2.60835e-06,	7.13939e-10,	2.96418e-03,	3.65353e-07,	2.97672e-03
3310,	1.32102e-01,	9.92435e-06,	1.25102e-09,	2.61008e-06,	7.14325e-10,	2.96453e-03,	3.65421e-07,	2.97706e-03
3311,	1.32111e-01,	9.92438e-06,	9.38383e-10,	2.61138e-06,	5.35960e-10,	2.96479e-03,	2.74104e-07,	2.97733e-03
3312,	1.32122e-01,	9.92442e-06,	1.25138e-09,	2.61311e-06,	7.14997e-10,	2.96514e-03,	3.65539e-07,	2.97767e-03
3313,	1.32133e-01,	9.92445e-06,	1.25159e-09,	2.61485e-06,	7.15381e-10,	2.96548e-03,	3.65607e-07,	2.97802e-03
3314,	1.32141e-01,	9.92448e-06,	9.38805e-10,	2.61614e-06,	5.36751e-10,	2.96574e-03,	2.74243e-07,	2.97828e-03
3315,	1.32152e-01,	9.92451e-06,	1.25194e-09,	2.61788e-06,	7.16050e-10,	2.96609e-03,	3.65724e-07,	2.97863e-03
3316,	1.32160e-01,	9.92454e-06,	9.39071e-10,	2.61917e-06,	5.37252e-10,	2.96635e-03,	2.74331e-07,	2.97889e-03
3317,	1.32171e-01,	9.92458e-06,	1.25230e-09,	2.62091e-06,	7.16717e-10,	2.96670e-03,	3.65841e-07,	2.97924e-03
3318,	1.32182e-01,	9.92461e-06,	1.25250e-09,	2.62264e-06,	7.17097e-10,	2.96704e-03,	3.65908e-07,	2.97959e-03
3319,	1.32190e-01,	9.92464e-06,	9.39486e-10,	2.62394e-06,	5.38036e-10,	2.96730e-03,	2.74468e-07,	2.97985e-03
3320,	1.32201e-01,	9.92468e-06,	1.25285e-09,	2.62567e-06,	7.17760e-10,	2.96765e-03,	3.66024e-07,	2.98020e-03
3321,	1.32212e-01,	9.92471e-06,	1.25305e-09,	2.62740e-06,	7.18138e-10,	2.96800e-03,	3.66090e-07,	2.98055e-03
3322,	1.32220e-01,	9.92474e-06,	9.39897e-10,	2.62870e-06,	5.38816e-10,	2.96826e-03,	2.74605e-07,	2.98081e-03
3323,	1.32231e-01,	9.92478e-06,	1.25339e-09,	2.63043e-06,	7.18798e-10,	2.96860e-03,	3.66206e-07,	2.98116e-03
3324,	1.32242e-01,	9.92481e-06,	1.25359e-09,	2.63216e-06,	7.19174e-10,	2.96895e-03,	3.66271e-07,	2.98151e-03
3325,	1.32251e-01,	9.92484e-06,	9.40304e-10,	2.63346e-06,	5.39592e-10,	2.96921e-03,	2.74740e-07,	2.98177e-03
3326,	1.32262e-01,	9.92488e-06,	1.25394e-09,	2.63520e-06,	7.19830e-10,	2.96956e-03,	3.66385e-07,	2.98212e-03
3327,	1.32273e-01,	9.92491e-06,	1.25413e-09,	2.63693e-06,	7.20204e-10,	2.96990e-03,	3.66451e-07,	2.98247e-03
3328,	1.32281e-01,	9.92494e-06,	9.40708e-10,	2.63823e-06,	5.40363e-10,	2.97016e-03,	2.74874e-07,	2.98273e-03
3329,	1.32292e-01,	9.92498e-06,	1.25447e-09,	2.63996e-06,	7.20857e-10,	2.97051e-03,	3.66564e-07,	2.98308e-03
3330,	1.32300e-01,	9.92501e-06,	9.40962e-10,	2.64126e-06,	5.40852e-10,	2.97077e-03,	2.74959e-07,	2.98334e-03
3331,	1.32311e-01,	9.92504e-06,	1.25481e-09,	2.64299e-06,	7.21507e-10,	2.97112e-03,	3.66677e-07,	2.98369e-03
3332,	1.32322e-01,	9.92508e-06,	1.25500e-09,	2.64472e-06,	7.21878e-10,	2.97147e-03,	3.66741e-07,	2.98404e-03
3333,	1.32330e-01,	9.92511e-06,	9.41359e-10,	2.64602e-06,	5.41616e-10,	2.97173e-03,	2.75092e-07,	2.98430e-03
3334,	1.32341e-01,	9.92515e-06,	1.25534e-09,	2.64776e-06,	7.22524e-10,	2.97207e-03,	3.66853e-07,	2.98465e-03
3335,	1.32352e-01,	9.92519e-06,	1.25553e-09,	2.64949e-06,	7.22893e-10,	2.97242e-03,	3.66916e-07,	2.98500e-03
3336,	1.32361e-01,	9.92521e-06,	9.41752e-10,	2.65079e-06,	5.42377e-10,	2.97268e-03,	2.75223e-07,	2.98526e-03
3337,	1.32372e-01,	9.92525e-06,	1.25586e-09,	2.65252e-06,	7.23536e-10,	2.97303e-03,	3.67027e-07,	2.98561e-03
3338,	1.32383e-01,	9.92529e-06,	1.25605e-09,	2.65425e-06,	7.23902e-10,	2.97338e-03,	3.67091e-07,	2.98596e-03
3339,	1.32391e-01,	9.92532e-06,	9.42141e-10,	2.65555e-06,	5.43132e-10,	2.97364e-03,	2.75353e-07,	2.98622e-03
3340,	1.32402e-01,	9.92536e-06,	1.25637e-09,	2.65729e-06,	7.24541e-10,	2.97399e-03,	3.67201e-07,	2.98657e-03
3341,	1.32413e-01,	9.92540e-06,	1.25656e-09,	2.65902e-06,	7.24906e-10,	2.97433e-03,	3.67263e-07,	2.98692e-03
3342,	1.32421e-01,	9.92543e-06,	9.42526e-10,	2.66032e-06,	5.43884e-10,	2.97460e-03,	2.75483e-07,	2.98718e-03
3343,	1.32432e-01,	9.92546e-06,	1.25689e-09,	2.66205e-06,	7.25541e-10,	2.97494e-03,	3.67372e-07,	2.98753e-03
3344,	1.32440e-01,	9.92549e-06,	9.42768e-10,	2.66335e-06,	5.44360e-10,	2.97520e-03,	2.75564e-07,	2.98779e-03
3345,	1.32451e-01,	9.92553e-06,	1.25721e-09,	2.66508e-06,	7.26174e-10,	2.97555e-03,	3.67481e-07,	2.98814e-03
3346,	1.32462e-01,	9.92557e-06,	1.25739e-09,	2.66682e-06,	7.26535e-10,	2.97590e-03,	3.67543e-07,	2.98849e-03
3347,	1.32470e-01,	9.92560e-06,	9.43147e-10,	2.66811e-06,	5.45104e-10,	2.97616e-03,	2.75692e-07,	2.98875e-03
3348,	1.32481e-01,	9.92564e-06,	1.25771e-09,	2.66985e-06,	7.27164e-10,	2.97651e-03,	3.67650e-07,	2.98910e-03
3349,	1.32492e-01,	9.92568e-06,	1.25789e-09,	2.67158e-06,	7.27523e-10,	2.97686e-03,	3.67711e-07,	2.98945e-03
3350,	1.32501e-01,	9.92571e-06,	9.43521e-10,	2.67288e-06,	5.45843e-10,	2.97712e-03,	2.75818e-07,	2.98972e-03
3351,	1.32512e-01,	9.92575e-06,	1.25821e-09,	2.67461e-06,	7.28148e-10,	2.97747e-03,	3.67818e-07,	2.99007e-03
3352,	1.32523e-01,	9.92579e-06,	1.25839e-09,	2.67635e-06,	7.28505e-10,	2.97781e-03,	3.67879e-07,	2.99042e-03
3353,	1.32531e-01,	9.92582e-06,	9.43891e-10,	2.67765e-06,	5.46579e-10,	2.97808e-03,	2.75943e-07,	2.99068e-03
3354,	1.32542e-01,	9.92586e-06,	1.25870e-09,	2.67938e-06,	7.29126e-10,	2.97842e-03,	3.67984e-07,	2.99103e-03
3355,	1.32550e-01,	9.92589e-06,	9.44125e-10,	2.68068e-06,	5.47044e-10,	2.97869e-03,	2.76022e-07,	2.99129e-03
3356,	1.32561e-01,	9.92593e-06,	1.25901e-09,	2.68241e-06,	7.29746e-10,	2.97903e-03,	3.68089e-07,	2.99164e-03
3357,	1.32572e-01,	9.92597e-06,	1.25919e-09,	2.68414e-06,	7.30099e-10,	2.97938e-03,	3.68149e-07,	2.99199e-03
3358,	1.32580e-01,	9.92600e-06,	9.44488e-10,	2.68544e-06,	5.47772e-10,	2.97964e-03,	2.76145e-07,	2.99226e-03
3359,	1.32591e-01,	9.92604e-06,	1.25949e-09,	2.68718e-06,	7.30714e-10,	2.97999e-03,	3.68253e-07,	2.99261e-03
3360,	1.32602e-01,	9.92608e-06,	1.25967e-09,	2.68891e-06,	7.31064e-10,	2.98034e-03,	3.68313e-07,	2.99296e-03
3361,	1.32610e-01,	9.92611e-06,	9.44848e-10,	2.69021e-06,	5.48495e-10,	2.98060e-03,	2.76268e-07,	2.99322e-03
3362,	1.32621e-01,	9.92616e-06,	1.25997e-09,	2.69194e-06,	7.31676e-10,	2.98095e-03,	3.68416e-07,	2.99357e-03
3363,	1.32632e-01,	9.92620e-06,	1.26014e-09,	2.69368e-06,	7.32024e-10,	2.98130e-03,	3.68474e-07,	2.99392e-03
3364,	1.32641e-01,	9.92623e-06,	9.45203e-10,	2.69498e-06,	5.49214e-10,	2.98156e-03,	2.76389e-07,	2.99418e-03
3365,	1.32652e-01,	9.92627e-06,	1.26044e-09,	2.69671e-06,	7.32632e-10,	2.98191e-03,	3.68577e-07,	2.99453e-03
3366,	1.32663e-01,	9.92631e-06,	1.26061e-09,	2.69844e-06,	7.32978e-10,	2.98226e-03,	3.68635e-07,	2.99488e-03
3367,	1.32671e-01,	9.92634e-06,	9.45554e-10,	2.69974e-06,	5.49928e-10,	2.98252e-03,	2.76509e-07,	2.99515e-03
3368,	1.32682e-01,	9.92638e-06,	1.26091e-09,	2.70147e-06,	7.33582e-10,	2.98287e-03,	3.68736e-07,	2.99550e-03
3369,	1.32690e-01,	9.92642e-06,	9.45776e-10,	2.70277e-06,	5.50380e-10,	2.98313e-03,	2.76584e-07,	2.99576e-03
3370,	1.32701e-01,	9.92646e-06,	1.26120e-09,	2.70451e-06,	7.34183e-10,	2.98348e-03,	3.68837e-07,	2.99611e-03
3371,	1.32712e-01,	9.92650e-06,	1.26137e-09,	2.70624e-06,	7.34525e-10,	2.98383e-03,	3.68894e-07,	2.99646e-03
3372,	1.32720e-01,	9.92653e-06,	9.46120e-10,	2.70754e-06,	5.51086e-10,	2.98409e-03,	2.76703e-07,	2.99673e-03
3373,	1.32731e-01,	9.92657e-06,	1.26166e-09,	2.70927e-06,	7.35123e-10,	2.98444e-03,	3.68994e-07,	2.99708e-03
3374,	1.32742e-01,	9.92662e-06,	1.26182e-09,	2.71101e-06,	7.35463e-10,	2.98479e-03,	3.69050e-07,	2.99743e-03
3375,	1.32751e-01,	9.92665e-06,	9.46461e-10,	2.71231e-06,	5.51788e-10,	2.98505e-03,	2.76820e-07,	2.99769e-03
3376,	1.32762e-01,	9.92669e-06,	1.26211e-09,	2.71404e-06,	7.36056e-10,	2.98540e-03,	3.69149e-07,	2.99804e-03
3377,	1.32773e-01,	9.92673e-06,	1.26227e-09,	2.71577e-06,	7.36394e-10,	2.98575e-03,	3.69205e-07,	2.99839e-03
3378,	1.32781e-01,	9.92676e-06,	9.46797e-10,	2.71707e-06,	5.52485e-10,	2.98601e-03,	2.76935e-07,	2.99866e-03
3379,	1.32792e-01,	9.92681e-06,	1.26256e-09,	2.71880e-06,	7.36983e-10,	2.98636e-03,	3.69303e-07,	2.99901e-03
3380,	1.32803e-01,	9.92685e-06,	1.26272e-09,	2.72054e-06,	7.37318e-10,	2.98671e-03,	3.69358e-07,	2.99936e-03
3381,	1.32811e-01,	9.92688e-06,	9.47129e-10,	2.72184e-06,	5.53177e-10,	2.98697e-03,	2.77050e-07,	2.99962e-03
3382,	1.32822e-01,	9.92693e-06,	1.26300e-09,	2.72357e-06,	7.37904e-10,	2.98732e-03,	3.69455e-07,	2.99997e-03
3383,	1.32830e-01,	9.92696e-06,	9.47338e-10,	2.72487e-06,	5.53615e-10,	2.98759e-03,	2.77122e-07,	3.00024e-03
3384,	1.32841e-01,	9.92700e-06,	1.26328e-09,	2.72660e-06,	7.38486e-10,	2.98794e-03,	3.69551e-07,	3.00059e-03
3385,	1.32852e-01,	9.92705e-06,	1.26343e-09,	2.72833e-06,	7.38818e-10,	2.98829e-03,	3.69606e-07,	3.00094e-03
3386,	1.32860e-01,	9.92708e-06,	9.47664e-10,	2.72963e-06,	5.54300e-10,	2.98855e-03,	2.77235e-07,	3.00120e-03
3387,	1.32871e-01,	9.92712e-06,	1.26371e-09,	2.73137e-06,	7.39396e-10,	2.98890e-03,	3.69701e-07,	3.00156e-03
3388,	1.32882e-01,	9.92717e-06,	1.26386e-09,	2.73310e-06,	7.39726e-10,	2.98925e-03,	3.69755e-07,	3.00191e-03
3389,	1.32891e-01,	9.92720e-06,	9.47985e-10,	2.73440e-06,	5.54979e-10,	2.98951e-03,	2.77347e-07,	3.00217e-03
3390,	1.32902e-01,	9.92724e-06,	1.26413e-09,	2.73613e-06,	7.40300e-10,	2.98986e-03,	3.69850e-07,	3.00252e-03
3391,	1.32913e-01,	9.92729e-06,	1.26429e-09,	2.73786e-06,	7.40627e-10,	2.99021e-03,	3.69903e-07,	3.00288e-03
3392,	1.32921e-01,	9.92732e-06,	9.48301e-10,	2.73916e-06,	5.55654e-10,	2.99047e-03,	2.77457e-07,	3.00314e-03
3393,	1.32932e-01,	9.92737e-06,	1.26455e-09,	2.74089e-06,	7.41198e-10,	2.99082e-03,	3.69996e-07,	3.00349e-03
3394,	1.32940e-01,	9.92740e-06,	9.48501e-10,	2.74219e-06,	5.56081e-10,	2.99109e-03,	2.77527e-07,	3.00375e-03
3395,	1.32951e-01,	9.92744e-06,	1.26482e-09,	2.74393e-06,	7.41765e-10,	2.99144e-03,	3.70089e-07,	3.00411e-03
3396,	1.32962e-01,	9.92749e-06,	1.26497e-09,	2.74566e-06,	7.42088e-10,	2.99179e-03,	3.70142e-07,	3.00446e-03
3397,	1.32970e-01,	9.92752e-06,	9.48811e-10,	2.74696e-06,	5.56748e-10,	2.99205e-03,	2.77636e-07,	3.00472e-03
3398,	1.32981e-01,	9.92757e-06,	1.26523e-09,	2.74869e-06,	7.42652e-10,	2.99240e-03,	3.70233e-07,	3.00507e-03
3399,	1.32992e-01,	9.92761e-06,	1.26538e-09,	2.75042e-06,	7.42973e-10,	2.99275e-03,	3.70285e-07,	3.00543e-03
3400,	1.33000e-01,	9.92765e-06,	9.49117e-10,	2.75172e-06,	5.57409e-10,	2.99301e-03,	2.77743e-07,	3.00569e-03
3401,	1.33011e-01,	9.92769e-06,	1.26564e-09,	2.75345e-06,	7.43532e-10,	2.99336e-03,	3.70376e-07,	3.00604e-03
3402,	1.33022e-01,	9.92774e-06,	1.26578e-09,	2.75519e-06,	7.43850e-10,	2.99371e-03,	3.70427e-07,	3.00639e-03
3403,	1.33031e-01,	9.92777e-06,	9.49418e-10,	2.75648e-06,	5.58066e-10,	2.99397e-03,	2.77849e-07,	3.00666e-03
3404,	1.33042e-01,	9.92782e-06,	1.26604e-09,	2.75822e-06,	7.44405e-10,	2.99432e-03,	3.70517e-07,	3.00701e-03
3405,	1.33053e-01,	9.92786e-06,	1.26618e-09,	2.75995e-06,	7.44721e-10,	2.99468e-03,	3.70568e-07,	3.00736e-03
3406,	1.33061e-01,	9.92790e-06,	9.49715e-10,	2.76125e-06,	5.58718e-10,	2.99494e-03,	2.77955e-07,	3.00763e-03
3407,	1.33072e-01,	9.92794e-06,	1.26643e-09,	2.76298e-06,	7.45272e-10,	2.99529e-03,	3.70657e-07,	3.00798e-03
3408,	1.33080e-01,	9.92798e-06,	9.49902e-10,	2.76428e-06,	5.59131e-10,	2.99555e-03,	2.78021e-07,	3.00824e-03
3409,	1.33091e-01,	9.92802e-06,	1.26668e-09,	2.76601e-06,	7.45820e-10,	2.99590e-03,	3.70745e-07,	3.00860e-03
3410,	1.33102e-01,	9.92807e-06,	1.26682e-09,	2.76774e-06,	7.46132e-10,	2.99625e-03,	3.70795e-07,	3.00895e-03
3411,	1.33110e-01,	9.92810e-06,	9.50192e-10,	2.76904e-06,	5.59774e-10,	2.99652e-03,	2.78124e-07,	3.00921e-03
3412,	1.33121e-01,	9.92815e-06,	1.26706e-09,	2.77077e-06,	7.46676e-10,	2.99687e-03,	3.70882e-07,	3.00957e-03
3413,	1.33132e-01,	9.92820e-06,	1.26720e-09,	2.77250e-06,	7.46986e-10,	2.99722e-03,	3.70931e-07,	3.00992e-03
3414,	1.33141e-01,	9.92823e-06,	9.50478e-10,	2.77380e-06,	5.60413e-10,	2.99748e-03,	2.78226e-07,	3.01018e-03
3415,	1.33152e-01,	9.92828e-06,	1.26744e-09,	2.77553e-06,	7.47525e-10,	2.99783e-03,	3.71017e-07,	3.01054e-03
3416,	1.33163e-01,	9.92832e-06,	1.26758e-09,	2.77726e-06,	7.47833e-10,	2.99818e-03,	3.71066e-07,	3.01089e-03
3417,	1.33171e-01,	9.92836e-06,	9.50759e-10,	2.77856e-06,	5.61047e-10,	2.99845e-03,	2.78327e-07,	3.01115e-03
3418,	1.33182e-01,	9.92841e-06,	1.26781e-09,	2.78029e-06,	7.48368e-10,	2.99880e-03,	3.71151e-07,	3.01150e-03
3419,	1.33190e-01,	9.92844e-06,	9.50936e-10,	2.78159e-06,	5.61447e-10,	2.99906e-03,	2.78390e-07,	3.01177e-03
3420,	1.33201e-01,	9.92849e-06,	1.26805e-09,	2.78332e-06,	7.48900e-10,	2.99941e-03,	3.71235e-07,	3.01212e-03
3421,	1.33212e-01,	9.92854e-06,	1.26818e-09,	2.78505e-06,	7.49204e-10,	2.99976e-03,	3.71283e-07,	3.01247e-03
3422,	1.33220e-01,	9.92857e-06,	9.51211e-10,	2.78635e-06,	5.62073e-10,	3.00002e-03,	2.78489e-07,	3.01274e-03
3423,	1.33231e-01,	9.92862e-06,	1.26841e-09,	2.78808e-06,	7.49732e-10,	3.00038e-03,	3.71367e-07,	3.01309e-03
3424,	1.33242e-01,	9.92867e-06,	1.26854e-09,	2.78981e-06,	7.50032e-10,	3.00073e-03,	3.71414e-07,	3.01345e-03
3425,	1.33250e-01,	9.92870e-06,	9.51481e-10,	2.79111e-06,	5.62693e-10,	3.00099e-03,	2.78587e-07,	3.01371e-03
3426,	1.33261e-01,	9.92875e-06,	1.26877e-09,	2.79284e-06,	7.50556e-10,	3.00134e-03,	3.71496e-07,	3.01406e-03
3427,	1.33272e-01,	9.92880e-06,	1.26890e-09,	2.79457e-06,	7.50854e-10,	3.00169e-03,	3.71543e-07,	3.01442e-03
3428,	1.33281e-01,	9.92883e-06,	9.51747e-10,	2.79587e-06,	5.63308e-10,	3.00196e-03,	2.78683e-07,	3.01468e-03
3429,	1.33292e-01,	9.92888e-06,	1.26912e-09,	2.79760e-06,	7.51374e-10,	3.00231e-03,	3.71624e-07,	3.01503e-03
3430,	1.33303e-01,	9.92893e-06,	1.26925e-09,	2.79933e-06,	7.51669e-10,	3.00266e-03,	3.71671e-07,	3.01539e-03
3431,	1.33311e-01,	9.92897e-06,	9.52008e-10,	2.80063e-06,	5.63918e-10,	3.00292e-03,	2.78779e-07,	3.01565e-03
3432,	1.33322e-01,	9.92901e-06,	1.26947e-09,	2.80236e-06,	7.52184e-10,	3.00327e-03,	3.71751e-07,	3.01600e-03
3433,	1.33330e-01,	9.92905e-06,	9.52172e-10,	2.80366e-06,	5.64303e-10,	3.00354e-03,	2.78839e-07,	3.01627e-03
3434,	1.33341e-01,	9.92910e-06,	1.26969e-09,	2.80539e-06,	7.52697e-10,	3.00389e-03,	3.71830e-07,	3.01662e-03
3435,	1.33352e-01,	9.92915e-06,	1.26981e-09,	2.80712e-06,	7.52988e-10,	3.00424e-03,	3.71876e-07,	3.01698e-03
3436,	1.33360e-01,	9.92918e-06,	9.52426e-10,	2.80842e-06,	5.64904e-10,	3.00450e-03,	2.78932e-07,	3.01724e-03
3437,	1.33371e-01,	9.92923e-06,	1.27002e-09,	2.81015e-06,	7.53496e-10,	3.00486e-03,	3.71954e-07,	3.01759e-03
3438,	1.33382e-01,	9.92928e-06,	1.27014e-09,	2.81188e-06,	7.53785e-10,	3.00521e-03,	3.71999e-07,	3.01795e-03
3439,	1.33391e-01,	9.92932e-06,	9.52676e-10,	2.81317e-06,	5.65501e-10,	3.00547e-03,	2.79024e-07,	3.01821e-03
3440,	1.33401e-01,	9.92937e-06,	1.27035e-09,	2.81490e-06,	7.54288e-10,	3.00582e-03,	3.72077e-07,	3.01857e-03
3441,	1.33412e-01,	9.92942e-06,	1.27047e-09,	2.81663e-06,	7.54574e-10,	3.00617e-03,	3.72121e-07,	3.01892e-03
3442,	1.33421e-01,	9.92945e-06,	9.52921e-10,	2.81793e-06,	5.66091e-10,	3.00644e-03,	2.79115e-07,	3.01918e-03
3443,	1.33432e-01,	9.92950e-06,	1.27068e-09,	2.81966e-06,	7.55073e-10,	3.00679e-03,	3.72197e-07,	3.01954e-03
3444,	1.33443e-01,	9.92955e-06,	1.27080e-09,	2.82139e-06,	7.55357e-10,	3.00714e-03,	3.72241e-07,	3.01989e-03
3445,	1.33451e-01,	9.92959e-06,	9.53162e-10,	2.82268e-06,	5.66677e-10,	3.00740e-03,	2.79205e-07,	3.02016e-03
3446,	1.33462e-01,	9.92964e-06,	1.27100e-09,	2.82441e-06,	7.55851e-10,	3.00776e-03,	3.72316e-07,	3.02051e-03
3447,	1.33470e-01,	9.92968e-06,	9.53314e-10,	2.82571e-06,	5.67047e-10,	3.00802e-03,	2.79261e-07,	3.02078e-03
3448,	1.33481e-01,	9.92973e-06,	1.27120e-09,	2.82744e-06,	7.56343e-10,	3.00837e-03,	3.72391e-07,	3.02113e-03
3449,	1.33492e-01,	9.92978e-06,	1.27131e-09,	2.82917e-06,	7.56622e-10,	3.00872e-03,	3.72434e-07,	3.02148e-03
3450,	1.33500e-01,	9.92981e-06,	9.53547e-10,	2.83046e-06,	5.67624e-10,	3.00899e-03,	2.79349e-07,	3.02175e-03
3451,	1.33511e-01,	9.92986e-06,	1.27151e-09,	2.83219e-06,	7.57109e-10,	3.00934e-03,	3.72507e-07,	3.02210e-03
3452,	1.33522e-01,	9.92991e-06,	1.27162e-09,	2.83392e-06,	7.57386e-10,	3.00969e-03,	3.72549e-07,	3.02246e-03
3453,	1.33531e-01,	9.92995e-06,	9.53776e-10,	2.83522e-06,	5.68195e-10,	3.00996e-03,	2.79436e-07,	3.02272e-03
3454,	1.33542e-01,	9.93000e-06,	1.27181e-09,	2.83695e-06,	7.57869e-10,	3.01031e-03,	3.72622e-07,	3.02307e-03
3455,	1.33553e-01,	9.93005e-06,	1.27192e-09,	2.83867e-06,	7.58143e-10,	3.01066e-03,	3.72664e-07,	3.02343e-03
3456,	1.33561e-01,	9.93009e-06,	9.54001e-10,	2.83997e-06,	5.68761e-10,	3.01092e-03,	2.79521e-07,	3.02369e-03
3457,	1.33572e-01,	9.93014e-06,	1.27211e-09,	2.84170e-06,	7.58621e-10,	3.01128e-03,	3.72735e-07,	3.02405e-03
3458,	1.33580e-01,	9.93018e-06,	9.54142e-10,	2.84299e-06,	5.69118e-10,	3.01154e-03,	2.79574e-07,	3.02431e-03
3459,	1.33591e-01,	9.93023e-06,	1.27230e-09,	2.84472e-06,	7.59096e-10,	3.01189e-03,	3.72806e-07,	3.02467e-03
3460,	1.33602e-01,	9.93028e-06,	1.27240e-09,	2.84645e-06,	7.59366e-10,	3.01224e-03,	3.72847e-07,	3.02502e-03
3461,	1.33610e-01,	9.93032e-06,	9.54359e-10,	2.84775e-06,	5.69676e-10,	3.01251e-03,	2.79658e-07,	3.02529e-03
3462,	1.33621e-01,	9.93037e-06,	1.27258e-09,	2.84947e-06,	7.59836e-10,	3.01286e-03,	3.72917e-07,	3.02564e-03
3463,	1.33632e-01,	9.93042e-06,	1.27269e-09,	2.85120e-06,	7.60103e-10,	3.01321e-03,	3.72957e-07,	3.02599e-03
3464,	1.33640e-01,	9.93046e-06,	9.54572e-10,	2.85250e-06,	5.70227e-10,	3.01348e-03,	2.79740e-07,	3.02626e-03
3465,	1.33651e-01,	9.93051e-06,	1.27286e-09,	2.85422e-06,	7.60569e-10,	3.01383e-03,	3.73026e-07,	3.02661e-03
3466,	1.33662e-01,	9.93056e-06,	1.27297e-09,	2.85595e-06,	7.60834e-10,	3.01418e-03,	3.73065e-07,	3.02697e-03
3467,	1.33671e-01,	9.93060e-06,	9.54781e-10,	2.85725e-06,	5.70774e-10,	3.01445e-03,	2.79821e-07,	3.02723e-03
3468,	1.33682e-01,	9.93065e-06,	1.27314e-09,	2.85897e-06,	7.61295e-10,	3.01480e-03,	3.73133e-07,	3.02759e-03
3469,	1.33693e-01,	9.93070e-06,	1.27324e-09,	2.86070e-06,	7.61557e-10,	3.01515e-03,	3.73171e-07,	3.02794e-03
3470,	1.33701e-01,	9.93074e-06,	9.54985e-10,	2.86199e-06,	5.71314e-10,	3.01542e-03,	2.79900e-07,	3.02821e-03
3471,	1.33712e-01,	9.93079e-06,	1.27341e-09,	2.86372e-06,	7.62013e-10,	3.01577e-03,	3.73238e-07,	3.02856e-03
3472,	1.33720e-01,	9.93083e-06,	9.55112e-10,	2.86502e-06,	5.71656e-10,	3.01603e-03,	2.79950e-07,	3.02883e-03
3473,	1.33731e-01,	9.93088e-06,	1.27358e-09,	2.86674e-06,	7.62466e-10,	3.01638e-03,	3.73305e-07,	3.02918e-03
3474,	1.33742e-01,	9.93094e-06,	1.27367e-09,	2.86847e-06,	7.62724e-10,	3.01674e-03,	3.73342e-07,	3.02954e-03
3475,	1.33750e-01,	9.93097e-06,	9.55309e-10,	2.86976e-06,	5.72188e-10,	3.01700e-03,	2.80028e-07,	3.02980e-03
3476,	1.33761e-01,	9.93103e-06,	1.27384e-09,	2.87149e-06,	7.63173e-10,	3.01735e-03,	3.73407e-07,	3.03016e-03
3477,	1.33772e-01,	9.93108e-06,	1.27393e-09,	2.87322e-06,	7.63428e-10,	3.01771e-03,	3.73444e-07,	3.03051e-03
3478,	1.33781e-01,	9.93112e-06,	9.55501e-10,	2.87451e-06,	5.72714e-10,	3.01797e-03,	2.80104e-07,	3.03078e-03
3479,	1.33792e-01,	9.93117e-06,	1.27409e-09,	2.87624e-06,	7.63872e-10,	3.01832e-03,	3.73508e-07,	3.03113e-03
3480,	1.33802e-01,	9.93122e-06,	1.27418e-09,	2.87796e-06,	7.64124e-10,	3.01868e-03,	3.73545e-07,	3.03149e-03
3481,	1.33811e-01,	9.93126e-06,	9.55688e-10,	2.87925e-06,	5.73234e-10,	3.01894e-03,	2.80179e-07,	3.03175e-03
3482,	1.33822e-01,	9.93132e-06,	1.27434e-09,	2.88098e-06,	7.64563e-10,	3.01929e-03,	3.73608e-07,	3.03211e-03
3483,	1.33833e-01,	9.93137e-06,	1.27443e-09,	2.88271e-06,	7.64813e-10,	3.01965e-03,	3.73644e-07,	3.03246e-03
3484,	1.33841e-01,	9.93141e-06,	9.55871e-10,	2.88400e-06,	5.73749e-10,	3.01991e-03,	2.80253e-07,	3.03273e-03
3485,	1.33852e-01,	9.93146e-06,	1.27458e-09,	2.88572e-06,	7.65247e-10,	3.02026e-03,	3.73706e-07,	3.03308e-03
3486,	1.33860e-01,	9.93150e-06,	9.55985e-10,	2.88702e-06,	5.74074e-10,	3.02053e-03,	2.80299e-07,	3.03335e-03
3487,	1.33871e-01,	9.93155e-06,	1.27473e-09,	2.88874e-06,	7.65678e-10,	3.02088e-03,	3.73767e-07,	3.03370e-03
3488,	1.33882e-01,	9.93161e-06,	1.27482e-09,	2.89047e-06,	7.65924e-10,	3.02123e-03,	3.73802e-07,	3.03406e-03
