# i, 		 t. 	     MEtot,	        dMEtot,         KEtot,		    dKEtot,         Pdvtot, 	    dTEtot, 	    Etot
287,	1.01871e-01,	1.04471e-05,	8.85390e-11,	2.75212e-07,	6.25553e-12,	2.43239e-03,	4.61182e-08,	2.44311e-03
288,	1.01882e-01,	1.04467e-05,	1.18384e-10,	2.75358e-07,	8.36522e-12,	2.43244e-03,	6.15641e-08,	2.44316e-03
289,	1.01893e-01,	1.04464e-05,	1.18717e-10,	2.75503e-07,	8.38978e-12,	2.43250e-03,	6.16373e-08,	2.44322e-03
290,	1.01901e-01,	1.04461e-05,	8.92246e-11,	2.75612e-07,	6.30617e-12,	2.43254e-03,	4.62692e-08,	2.44326e-03
291,	1.01912e-01,	1.04457e-05,	1.19299e-10,	2.75758e-07,	8.43285e-12,	2.43259e-03,	6.17656e-08,	2.44331e-03
292,	1.01920e-01,	1.04454e-05,	8.96612e-11,	2.75868e-07,	6.33852e-12,	2.43263e-03,	4.63655e-08,	2.44335e-03
293,	1.01931e-01,	1.04451e-05,	1.19881e-10,	2.76014e-07,	8.47607e-12,	2.43269e-03,	6.18940e-08,	2.44341e-03
294,	1.01942e-01,	1.04447e-05,	1.20214e-10,	2.76160e-07,	8.50082e-12,	2.43274e-03,	6.19673e-08,	2.44346e-03
295,	1.01950e-01,	1.04444e-05,	9.03477e-11,	2.76270e-07,	6.38956e-12,	2.43278e-03,	4.65168e-08,	2.44350e-03
296,	1.01961e-01,	1.04440e-05,	1.20797e-10,	2.76417e-07,	8.54425e-12,	2.43284e-03,	6.20958e-08,	2.44356e-03
297,	1.01972e-01,	1.04436e-05,	1.21130e-10,	2.76564e-07,	8.56912e-12,	2.43289e-03,	6.21693e-08,	2.44361e-03
298,	1.01981e-01,	1.04434e-05,	9.10346e-11,	2.76675e-07,	6.44086e-12,	2.43293e-03,	4.66683e-08,	2.44365e-03
299,	1.01992e-01,	1.04430e-05,	1.21713e-10,	2.76822e-07,	8.61276e-12,	2.43299e-03,	6.22979e-08,	2.44371e-03
300,	1.02003e-01,	1.04426e-05,	1.22046e-10,	2.76970e-07,	8.63776e-12,	2.43304e-03,	6.23715e-08,	2.44376e-03
301,	1.02011e-01,	1.04423e-05,	9.17221e-11,	2.77080e-07,	6.49240e-12,	2.43308e-03,	4.68200e-08,	2.44380e-03
302,	1.02022e-01,	1.04420e-05,	1.22630e-10,	2.77228e-07,	8.68161e-12,	2.43314e-03,	6.25003e-08,	2.44386e-03
303,	1.02030e-01,	1.04417e-05,	9.21599e-11,	2.77340e-07,	6.52534e-12,	2.43318e-03,	4.69166e-08,	2.44390e-03
304,	1.02041e-01,	1.04413e-05,	1.23214e-10,	2.77488e-07,	8.72560e-12,	2.43323e-03,	6.26292e-08,	2.44395e-03
305,	1.02052e-01,	1.04409e-05,	1.23547e-10,	2.77636e-07,	8.75080e-12,	2.43329e-03,	6.27028e-08,	2.44401e-03
306,	1.02060e-01,	1.04406e-05,	9.28482e-11,	2.77748e-07,	6.57730e-12,	2.43333e-03,	4.70686e-08,	2.44405e-03
307,	1.02071e-01,	1.04403e-05,	1.24132e-10,	2.77897e-07,	8.79501e-12,	2.43339e-03,	6.28319e-08,	2.44410e-03
308,	1.02082e-01,	1.04399e-05,	1.24466e-10,	2.78046e-07,	8.82033e-12,	2.43344e-03,	6.29056e-08,	2.44416e-03
309,	1.02090e-01,	1.04396e-05,	9.35371e-11,	2.78158e-07,	6.62952e-12,	2.43348e-03,	4.72207e-08,	2.44420e-03
310,	1.02101e-01,	1.04392e-05,	1.25050e-10,	2.78308e-07,	8.86476e-12,	2.43354e-03,	6.30348e-08,	2.44426e-03
311,	1.02112e-01,	1.04389e-05,	1.25385e-10,	2.78457e-07,	8.89021e-12,	2.43359e-03,	6.31086e-08,	2.44431e-03
312,	1.02121e-01,	1.04386e-05,	9.42265e-11,	2.78570e-07,	6.68199e-12,	2.43364e-03,	4.73730e-08,	2.44435e-03
313,	1.02132e-01,	1.04382e-05,	1.25970e-10,	2.78720e-07,	8.93485e-12,	2.43369e-03,	6.32380e-08,	2.44441e-03
314,	1.02143e-01,	1.04378e-05,	1.26304e-10,	2.78870e-07,	8.96042e-12,	2.43375e-03,	6.33119e-08,	2.44446e-03
315,	1.02151e-01,	1.04376e-05,	9.49164e-11,	2.78983e-07,	6.73472e-12,	2.43379e-03,	4.75255e-08,	2.44451e-03
316,	1.02162e-01,	1.04372e-05,	1.26890e-10,	2.79134e-07,	9.00528e-12,	2.43384e-03,	6.34413e-08,	2.44456e-03
317,	1.02170e-01,	1.04369e-05,	9.53557e-11,	2.79247e-07,	6.76842e-12,	2.43389e-03,	4.76226e-08,	2.44460e-03
318,	1.02181e-01,	1.04365e-05,	1.27476e-10,	2.79398e-07,	9.05029e-12,	2.43394e-03,	6.35709e-08,	2.44466e-03
319,	1.02192e-01,	1.04362e-05,	1.27811e-10,	2.79549e-07,	9.07607e-12,	2.43400e-03,	6.36450e-08,	2.44471e-03
320,	1.02200e-01,	1.04359e-05,	9.60464e-11,	2.79663e-07,	6.82157e-12,	2.43404e-03,	4.77754e-08,	2.44476e-03
321,	1.02211e-01,	1.04355e-05,	1.28397e-10,	2.79814e-07,	9.12129e-12,	2.43410e-03,	6.37747e-08,	2.44481e-03
322,	1.02222e-01,	1.04351e-05,	1.28732e-10,	2.79966e-07,	9.14719e-12,	2.43415e-03,	6.38488e-08,	2.44487e-03
323,	1.02231e-01,	1.04349e-05,	9.67377e-11,	2.80080e-07,	6.87499e-12,	2.43420e-03,	4.79283e-08,	2.44491e-03
324,	1.02242e-01,	1.04345e-05,	1.29319e-10,	2.80232e-07,	9.19264e-12,	2.43425e-03,	6.39786e-08,	2.44497e-03
325,	1.02253e-01,	1.04341e-05,	1.29654e-10,	2.80385e-07,	9.21867e-12,	2.43431e-03,	6.40529e-08,	2.44502e-03
326,	1.02261e-01,	1.04338e-05,	9.74295e-11,	2.80499e-07,	6.92867e-12,	2.43435e-03,	4.80814e-08,	2.44507e-03
327,	1.02272e-01,	1.04335e-05,	1.30242e-10,	2.80652e-07,	9.26434e-12,	2.43441e-03,	6.41829e-08,	2.44512e-03
328,	1.02283e-01,	1.04331e-05,	1.30577e-10,	2.80805e-07,	9.29050e-12,	2.43446e-03,	6.42572e-08,	2.44518e-03
329,	1.02291e-01,	1.04328e-05,	9.81218e-11,	2.80920e-07,	6.98261e-12,	2.43451e-03,	4.82347e-08,	2.44522e-03
330,	1.02302e-01,	1.04324e-05,	1.31165e-10,	2.81074e-07,	9.33639e-12,	2.43456e-03,	6.43873e-08,	2.44528e-03
331,	1.02310e-01,	1.04322e-05,	9.85626e-11,	2.81189e-07,	7.01708e-12,	2.43461e-03,	4.83323e-08,	2.44532e-03
332,	1.02321e-01,	1.04318e-05,	1.31753e-10,	2.81343e-07,	9.38243e-12,	2.43466e-03,	6.45175e-08,	2.44538e-03
333,	1.02332e-01,	1.04314e-05,	1.32089e-10,	2.81497e-07,	9.40880e-12,	2.43472e-03,	6.45920e-08,	2.44543e-03
334,	1.02340e-01,	1.04311e-05,	9.92558e-11,	2.81612e-07,	7.07146e-12,	2.43476e-03,	4.84859e-08,	2.44548e-03
335,	1.02351e-01,	1.04308e-05,	1.32677e-10,	2.81767e-07,	9.45506e-12,	2.43482e-03,	6.47224e-08,	2.44553e-03
336,	1.02362e-01,	1.04304e-05,	1.33014e-10,	2.81921e-07,	9.48156e-12,	2.43488e-03,	6.47969e-08,	2.44559e-03
337,	1.02371e-01,	1.04301e-05,	9.99494e-11,	2.82037e-07,	7.12610e-12,	2.43492e-03,	4.86396e-08,	2.44563e-03
338,	1.02382e-01,	1.04297e-05,	1.33602e-10,	2.82192e-07,	9.52805e-12,	2.43498e-03,	6.49274e-08,	2.44569e-03
339,	1.02393e-01,	1.04294e-05,	1.33939e-10,	2.82348e-07,	9.55468e-12,	2.43504e-03,	6.50020e-08,	2.44575e-03
340,	1.02401e-01,	1.04291e-05,	1.00644e-10,	2.82464e-07,	7.18102e-12,	2.43508e-03,	4.87935e-08,	2.44579e-03
341,	1.02412e-01,	1.04287e-05,	1.34528e-10,	2.82620e-07,	9.60140e-12,	2.43514e-03,	6.51327e-08,	2.44585e-03
342,	1.02420e-01,	1.04284e-05,	1.01086e-10,	2.82737e-07,	7.21610e-12,	2.43518e-03,	4.88915e-08,	2.44589e-03
343,	1.02431e-01,	1.04281e-05,	1.35118e-10,	2.82893e-07,	9.64826e-12,	2.43524e-03,	6.52635e-08,	2.44595e-03
344,	1.02442e-01,	1.04277e-05,	1.35455e-10,	2.83049e-07,	9.67511e-12,	2.43530e-03,	6.53382e-08,	2.44601e-03
345,	1.02450e-01,	1.04274e-05,	1.01781e-10,	2.83166e-07,	7.27146e-12,	2.43534e-03,	4.90457e-08,	2.44605e-03
346,	1.02461e-01,	1.04271e-05,	1.36045e-10,	2.83323e-07,	9.72220e-12,	2.43540e-03,	6.54691e-08,	2.44611e-03
347,	1.02472e-01,	1.04267e-05,	1.36382e-10,	2.83480e-07,	9.74918e-12,	2.43546e-03,	6.55440e-08,	2.44617e-03
348,	1.02480e-01,	1.04264e-05,	1.02476e-10,	2.83597e-07,	7.32708e-12,	2.43550e-03,	4.92001e-08,	2.44621e-03
349,	1.02491e-01,	1.04260e-05,	1.36973e-10,	2.83755e-07,	9.79650e-12,	2.43556e-03,	6.56750e-08,	2.44627e-03
350,	1.02502e-01,	1.04257e-05,	1.37310e-10,	2.83912e-07,	9.82361e-12,	2.43562e-03,	6.57499e-08,	2.44632e-03
351,	1.02511e-01,	1.04254e-05,	1.03172e-10,	2.84030e-07,	7.38298e-12,	2.43566e-03,	4.93546e-08,	2.44637e-03
352,	1.02522e-01,	1.04250e-05,	1.37901e-10,	2.84188e-07,	9.87117e-12,	2.43572e-03,	6.58811e-08,	2.44643e-03
353,	1.02533e-01,	1.04246e-05,	1.38239e-10,	2.84346e-07,	9.89841e-12,	2.43578e-03,	6.59561e-08,	2.44648e-03
354,	1.02541e-01,	1.04244e-05,	1.03869e-10,	2.84465e-07,	7.43916e-12,	2.43582e-03,	4.95093e-08,	2.44653e-03
355,	1.02552e-01,	1.04240e-05,	1.38830e-10,	2.84623e-07,	9.94620e-12,	2.43588e-03,	6.60875e-08,	2.44659e-03
356,	1.02560e-01,	1.04237e-05,	1.04313e-10,	2.84742e-07,	7.47505e-12,	2.43592e-03,	4.96079e-08,	2.44663e-03
357,	1.02571e-01,	1.04234e-05,	1.39422e-10,	2.84901e-07,	9.99414e-12,	2.43598e-03,	6.62189e-08,	2.44669e-03
358,	1.02582e-01,	1.04230e-05,	1.39760e-10,	2.85060e-07,	1.00216e-11,	2.43604e-03,	6.62941e-08,	2.44675e-03
359,	1.02590e-01,	1.04227e-05,	1.05010e-10,	2.85179e-07,	7.53167e-12,	2.43608e-03,	4.97628e-08,	2.44679e-03
360,	1.02601e-01,	1.04223e-05,	1.40352e-10,	2.85339e-07,	1.00698e-11,	2.43614e-03,	6.64257e-08,	2.44685e-03
361,	1.02612e-01,	1.04220e-05,	1.40690e-10,	2.85498e-07,	1.00974e-11,	2.43620e-03,	6.65009e-08,	2.44691e-03
362,	1.02621e-01,	1.04217e-05,	1.05708e-10,	2.85618e-07,	7.58857e-12,	2.43625e-03,	4.99180e-08,	2.44695e-03
363,	1.02632e-01,	1.04213e-05,	1.41283e-10,	2.85778e-07,	1.01458e-11,	2.43630e-03,	6.66326e-08,	2.44701e-03
364,	1.02643e-01,	1.04210e-05,	1.41621e-10,	2.85939e-07,	1.01735e-11,	2.43636e-03,	6.67079e-08,	2.44707e-03
365,	1.02651e-01,	1.04207e-05,	1.06407e-10,	2.86059e-07,	7.64576e-12,	2.43641e-03,	5.00733e-08,	2.44712e-03
366,	1.02662e-01,	1.04203e-05,	1.42214e-10,	2.86220e-07,	1.02222e-11,	2.43647e-03,	6.68398e-08,	2.44717e-03
367,	1.02673e-01,	1.04199e-05,	1.42553e-10,	2.86381e-07,	1.02500e-11,	2.43653e-03,	6.69152e-08,	2.44723e-03
368,	1.02681e-01,	1.04197e-05,	1.07106e-10,	2.86501e-07,	7.70322e-12,	2.43657e-03,	5.02288e-08,	2.44728e-03
369,	1.02692e-01,	1.04193e-05,	1.43147e-10,	2.86663e-07,	1.02989e-11,	2.43663e-03,	6.70473e-08,	2.44734e-03
370,	1.02700e-01,	1.04190e-05,	1.07551e-10,	2.86784e-07,	7.73993e-12,	2.43668e-03,	5.03279e-08,	2.44738e-03
371,	1.02711e-01,	1.04187e-05,	1.43740e-10,	2.86945e-07,	1.03479e-11,	2.43674e-03,	6.71794e-08,	2.44744e-03
372,	1.02722e-01,	1.04183e-05,	1.44080e-10,	2.87107e-07,	1.03760e-11,	2.43680e-03,	6.72549e-08,	2.44750e-03
373,	1.02730e-01,	1.04180e-05,	1.08251e-10,	2.87229e-07,	7.79785e-12,	2.43684e-03,	5.04837e-08,	2.44755e-03
374,	1.02741e-01,	1.04176e-05,	1.44674e-10,	2.87391e-07,	1.04253e-11,	2.43690e-03,	6.73872e-08,	2.44761e-03
375,	1.02752e-01,	1.04173e-05,	1.45013e-10,	2.87554e-07,	1.04535e-11,	2.43696e-03,	6.74628e-08,	2.44766e-03
376,	1.02761e-01,	1.04170e-05,	1.08951e-10,	2.87676e-07,	7.85606e-12,	2.43700e-03,	5.06397e-08,	2.44771e-03
377,	1.02772e-01,	1.04166e-05,	1.45608e-10,	2.87839e-07,	1.05031e-11,	2.43706e-03,	6.75952e-08,	2.44777e-03
378,	1.02783e-01,	1.04163e-05,	1.45948e-10,	2.88002e-07,	1.05314e-11,	2.43713e-03,	6.76709e-08,	2.44783e-03
379,	1.02791e-01,	1.04160e-05,	1.09652e-10,	2.88124e-07,	7.91455e-12,	2.43717e-03,	5.07958e-08,	2.44787e-03
380,	1.02802e-01,	1.04156e-05,	1.46543e-10,	2.88288e-07,	1.05812e-11,	2.43723e-03,	6.78035e-08,	2.44793e-03
381,	1.02810e-01,	1.04153e-05,	1.10098e-10,	2.88411e-07,	7.95193e-12,	2.43728e-03,	5.08953e-08,	2.44798e-03
382,	1.02821e-01,	1.04150e-05,	1.47138e-10,	2.88575e-07,	1.06311e-11,	2.43734e-03,	6.79362e-08,	2.44804e-03
383,	1.02832e-01,	1.04146e-05,	1.47478e-10,	2.88739e-07,	1.06597e-11,	2.43740e-03,	6.80120e-08,	2.44810e-03
384,	1.02840e-01,	1.04143e-05,	1.10800e-10,	2.88862e-07,	8.01089e-12,	2.43744e-03,	5.10517e-08,	2.44815e-03
385,	1.02851e-01,	1.04140e-05,	1.48074e-10,	2.89027e-07,	1.07099e-11,	2.43750e-03,	6.81448e-08,	2.44821e-03
386,	1.02862e-01,	1.04136e-05,	1.48415e-10,	2.89191e-07,	1.07386e-11,	2.43756e-03,	6.82208e-08,	2.44827e-03
387,	1.02870e-01,	1.04133e-05,	1.11503e-10,	2.89315e-07,	8.07014e-12,	2.43761e-03,	5.12083e-08,	2.44831e-03
388,	1.02881e-01,	1.04130e-05,	1.49011e-10,	2.89480e-07,	1.07890e-11,	2.43767e-03,	6.83537e-08,	2.44837e-03
389,	1.02892e-01,	1.04126e-05,	1.49352e-10,	2.89646e-07,	1.08179e-11,	2.43773e-03,	6.84298e-08,	2.44843e-03
390,	1.02901e-01,	1.04123e-05,	1.12206e-10,	2.89770e-07,	8.12968e-12,	2.43778e-03,	5.13651e-08,	2.44848e-03
391,	1.02912e-01,	1.04120e-05,	1.49948e-10,	2.89936e-07,	1.08685e-11,	2.43784e-03,	6.85629e-08,	2.44854e-03
392,	1.02923e-01,	1.04116e-05,	1.50289e-10,	2.90102e-07,	1.08976e-11,	2.43790e-03,	6.86390e-08,	2.44860e-03
393,	1.02931e-01,	1.04113e-05,	1.12909e-10,	2.90227e-07,	8.18951e-12,	2.43794e-03,	5.15221e-08,	2.44865e-03
394,	1.02942e-01,	1.04110e-05,	1.50886e-10,	2.90393e-07,	1.09485e-11,	2.43801e-03,	6.87723e-08,	2.44871e-03
395,	1.02950e-01,	1.04107e-05,	1.13357e-10,	2.90518e-07,	8.22774e-12,	2.43805e-03,	5.16220e-08,	2.44875e-03
396,	1.02961e-01,	1.04103e-05,	1.51484e-10,	2.90685e-07,	1.09995e-11,	2.43811e-03,	6.89056e-08,	2.44881e-03
397,	1.02972e-01,	1.04099e-05,	1.51825e-10,	2.90852e-07,	1.10288e-11,	2.43817e-03,	6.89819e-08,	2.44887e-03
398,	1.02980e-01,	1.04097e-05,	1.14061e-10,	2.90978e-07,	8.28805e-12,	2.43822e-03,	5.17793e-08,	2.44892e-03
399,	1.02991e-01,	1.04093e-05,	1.52423e-10,	2.91145e-07,	1.10801e-11,	2.43828e-03,	6.91154e-08,	2.44898e-03
400,	1.03002e-01,	1.04089e-05,	1.52765e-10,	2.91313e-07,	1.11095e-11,	2.43834e-03,	6.91917e-08,	2.44904e-03
401,	1.03011e-01,	1.04087e-05,	1.14766e-10,	2.91439e-07,	8.34866e-12,	2.43839e-03,	5.19367e-08,	2.44909e-03
402,	1.03022e-01,	1.04083e-05,	1.53363e-10,	2.91607e-07,	1.11610e-11,	2.43845e-03,	6.93254e-08,	2.44915e-03
403,	1.03033e-01,	1.04079e-05,	1.53705e-10,	2.91775e-07,	1.11906e-11,	2.43851e-03,	6.94018e-08,	2.44921e-03
404,	1.03041e-01,	1.04077e-05,	1.15471e-10,	2.91902e-07,	8.40956e-12,	2.43856e-03,	5.20943e-08,	2.44926e-03
405,	1.03052e-01,	1.04073e-05,	1.54304e-10,	2.92071e-07,	1.12424e-11,	2.43862e-03,	6.95356e-08,	2.44932e-03
406,	1.03063e-01,	1.04069e-05,	1.54646e-10,	2.92240e-07,	1.12721e-11,	2.43868e-03,	6.96121e-08,	2.44938e-03
407,	1.03071e-01,	1.04067e-05,	1.16177e-10,	2.92366e-07,	8.47076e-12,	2.43873e-03,	5.22521e-08,	2.44943e-03
408,	1.03082e-01,	1.04063e-05,	1.55245e-10,	2.92536e-07,	1.13241e-11,	2.43879e-03,	6.97460e-08,	2.44949e-03
409,	1.03090e-01,	1.04060e-05,	1.16627e-10,	2.92663e-07,	8.50987e-12,	2.43884e-03,	5.23526e-08,	2.44954e-03
410,	1.03101e-01,	1.04057e-05,	1.55845e-10,	2.92833e-07,	1.13764e-11,	2.43890e-03,	6.98801e-08,	2.44960e-03
411,	1.03112e-01,	1.04053e-05,	1.56187e-10,	2.93003e-07,	1.14063e-11,	2.43896e-03,	6.99567e-08,	2.44966e-03
412,	1.03120e-01,	1.04050e-05,	1.17333e-10,	2.93131e-07,	8.57156e-12,	2.43901e-03,	5.25107e-08,	2.44971e-03
413,	1.03131e-01,	1.04047e-05,	1.56787e-10,	2.93301e-07,	1.14588e-11,	2.43907e-03,	7.00909e-08,	2.44977e-03
414,	1.03142e-01,	1.04043e-05,	1.57130e-10,	2.93472e-07,	1.14888e-11,	2.43914e-03,	7.01677e-08,	2.44983e-03
415,	1.03151e-01,	1.04040e-05,	1.18040e-10,	2.93600e-07,	8.63355e-12,	2.43918e-03,	5.26689e-08,	2.44988e-03
416,	1.03162e-01,	1.04037e-05,	1.57730e-10,	2.93771e-07,	1.15416e-11,	2.43925e-03,	7.03020e-08,	2.44994e-03
417,	1.03173e-01,	1.04033e-05,	1.58074e-10,	2.93943e-07,	1.15718e-11,	2.43931e-03,	7.03789e-08,	2.45001e-03
418,	1.03181e-01,	1.04030e-05,	1.18748e-10,	2.94071e-07,	8.69585e-12,	2.43936e-03,	5.28274e-08,	2.45005e-03
419,	1.03192e-01,	1.04027e-05,	1.58674e-10,	2.94243e-07,	1.16248e-11,	2.43942e-03,	7.05134e-08,	2.45012e-03
420,	1.03200e-01,	1.04024e-05,	1.19199e-10,	2.94372e-07,	8.73565e-12,	2.43947e-03,	5.29283e-08,	2.45016e-03
421,	1.03211e-01,	1.04020e-05,	1.59275e-10,	2.94544e-07,	1.16779e-11,	2.43953e-03,	7.06480e-08,	2.45023e-03
422,	1.03222e-01,	1.04017e-05,	1.59619e-10,	2.94717e-07,	1.17084e-11,	2.43959e-03,	7.07249e-08,	2.45029e-03
423,	1.03230e-01,	1.04014e-05,	1.19908e-10,	2.94846e-07,	8.79844e-12,	2.43964e-03,	5.30870e-08,	2.45034e-03
424,	1.03241e-01,	1.04010e-05,	1.60221e-10,	2.95019e-07,	1.17618e-11,	2.43970e-03,	7.08597e-08,	2.45040e-03
425,	1.03252e-01,	1.04007e-05,	1.60564e-10,	2.95192e-07,	1.17924e-11,	2.43977e-03,	7.09367e-08,	2.45046e-03
426,	1.03260e-01,	1.04004e-05,	1.20617e-10,	2.95322e-07,	8.86154e-12,	2.43981e-03,	5.32459e-08,	2.45051e-03
427,	1.03271e-01,	1.04000e-05,	1.61166e-10,	2.95496e-07,	1.18461e-11,	2.43988e-03,	7.10716e-08,	2.45057e-03
428,	1.03282e-01,	1.03997e-05,	1.61510e-10,	2.95669e-07,	1.18768e-11,	2.43994e-03,	7.11488e-08,	2.45064e-03
429,	1.03291e-01,	1.03994e-05,	1.21326e-10,	2.95800e-07,	8.92495e-12,	2.43999e-03,	5.34050e-08,	2.45068e-03
430,	1.03302e-01,	1.03990e-05,	1.62113e-10,	2.95974e-07,	1.19308e-11,	2.44005e-03,	7.12838e-08,	2.45075e-03
431,	1.03313e-01,	1.03987e-05,	1.62457e-10,	2.96148e-07,	1.19617e-11,	2.44012e-03,	7.13610e-08,	2.45081e-03
432,	1.03321e-01,	1.03984e-05,	1.22037e-10,	2.96279e-07,	8.98867e-12,	2.44016e-03,	5.35642e-08,	2.45086e-03
433,	1.03332e-01,	1.03981e-05,	1.63060e-10,	2.96454e-07,	1.20159e-11,	2.44023e-03,	7.14963e-08,	2.45092e-03
434,	1.03340e-01,	1.03978e-05,	1.22489e-10,	2.96585e-07,	9.02938e-12,	2.44028e-03,	5.36657e-08,	2.45097e-03
435,	1.03351e-01,	1.03974e-05,	1.63663e-10,	2.96760e-07,	1.20703e-11,	2.44034e-03,	7.16316e-08,	2.45103e-03
436,	1.03362e-01,	1.03971e-05,	1.64008e-10,	2.96936e-07,	1.21014e-11,	2.44040e-03,	7.17089e-08,	2.45110e-03
437,	1.03370e-01,	1.03968e-05,	1.23200e-10,	2.97068e-07,	9.09361e-12,	2.44045e-03,	5.38252e-08,	2.45115e-03
438,	1.03381e-01,	1.03964e-05,	1.64612e-10,	2.97244e-07,	1.21561e-11,	2.44052e-03,	7.18444e-08,	2.45121e-03
439,	1.03392e-01,	1.03961e-05,	1.64957e-10,	2.97420e-07,	1.21874e-11,	2.44058e-03,	7.19218e-08,	2.45127e-03
440,	1.03401e-01,	1.03958e-05,	1.23912e-10,	2.97552e-07,	9.15815e-12,	2.44063e-03,	5.39850e-08,	2.45132e-03
441,	1.03412e-01,	1.03954e-05,	1.65561e-10,	2.97729e-07,	1.22423e-11,	2.44069e-03,	7.20575e-08,	2.45139e-03
442,	1.03423e-01,	1.03951e-05,	1.65906e-10,	2.97905e-07,	1.22737e-11,	2.44076e-03,	7.21350e-08,	2.45145e-03
443,	1.03431e-01,	1.03948e-05,	1.24624e-10,	2.98038e-07,	9.22301e-12,	2.44081e-03,	5.41449e-08,	2.45150e-03
444,	1.03442e-01,	1.03944e-05,	1.66511e-10,	2.98215e-07,	1.23289e-11,	2.44087e-03,	7.22708e-08,	2.45156e-03
445,	1.03450e-01,	1.03942e-05,	1.25077e-10,	2.98348e-07,	9.26445e-12,	2.44092e-03,	5.42467e-08,	2.45161e-03
446,	1.03461e-01,	1.03938e-05,	1.67115e-10,	2.98526e-07,	1.23842e-11,	2.44098e-03,	7.24066e-08,	2.45168e-03
447,	1.03472e-01,	1.03935e-05,	1.67461e-10,	2.98704e-07,	1.24159e-11,	2.44105e-03,	7.24843e-08,	2.45174e-03
448,	1.03480e-01,	1.03932e-05,	1.25790e-10,	2.98837e-07,	9.32982e-12,	2.44110e-03,	5.44069e-08,	2.45179e-03
449,	1.03491e-01,	1.03928e-05,	1.68066e-10,	2.99016e-07,	1.24716e-11,	2.44116e-03,	7.26203e-08,	2.45185e-03
450,	1.03502e-01,	1.03925e-05,	1.68412e-10,	2.99194e-07,	1.25034e-11,	2.44123e-03,	7.26981e-08,	2.45192e-03
451,	1.03510e-01,	1.03922e-05,	1.26504e-10,	2.99328e-07,	9.39551e-12,	2.44128e-03,	5.45673e-08,	2.45197e-03
452,	1.03521e-01,	1.03918e-05,	1.69018e-10,	2.99507e-07,	1.25593e-11,	2.44134e-03,	7.28343e-08,	2.45203e-03
453,	1.03532e-01,	1.03915e-05,	1.69364e-10,	2.99686e-07,	1.25913e-11,	2.44141e-03,	7.29121e-08,	2.45210e-03
454,	1.03541e-01,	1.03912e-05,	1.27218e-10,	2.99821e-07,	9.46153e-12,	2.44146e-03,	5.47279e-08,	2.45215e-03
455,	1.03552e-01,	1.03908e-05,	1.69970e-10,	3.00001e-07,	1.26475e-11,	2.44152e-03,	7.30484e-08,	2.45221e-03
456,	1.03563e-01,	1.03905e-05,	1.70317e-10,	3.00181e-07,	1.26797e-11,	2.44159e-03,	7.31264e-08,	2.45228e-03
457,	1.03571e-01,	1.03902e-05,	1.27933e-10,	3.00316e-07,	9.52786e-12,	2.44164e-03,	5.48886e-08,	2.45233e-03
458,	1.03582e-01,	1.03899e-05,	1.70924e-10,	3.00496e-07,	1.27361e-11,	2.44170e-03,	7.32628e-08,	2.45239e-03
459,	1.03590e-01,	1.03896e-05,	1.28388e-10,	3.00631e-07,	9.57025e-12,	2.44175e-03,	5.49910e-08,	2.45244e-03
460,	1.03601e-01,	1.03892e-05,	1.71530e-10,	3.00812e-07,	1.27927e-11,	2.44182e-03,	7.33994e-08,	2.45251e-03
461,	1.03612e-01,	1.03889e-05,	1.71877e-10,	3.00993e-07,	1.28251e-11,	2.44188e-03,	7.34775e-08,	2.45257e-03
462,	1.03620e-01,	1.03886e-05,	1.29103e-10,	3.01129e-07,	9.63711e-12,	2.44193e-03,	5.51521e-08,	2.45262e-03
463,	1.03631e-01,	1.03882e-05,	1.72485e-10,	3.01310e-07,	1.28820e-11,	2.44200e-03,	7.36142e-08,	2.45269e-03
464,	1.03642e-01,	1.03879e-05,	1.72832e-10,	3.01492e-07,	1.29146e-11,	2.44206e-03,	7.36924e-08,	2.45275e-03
465,	1.03651e-01,	1.03876e-05,	1.29819e-10,	3.01628e-07,	9.70430e-12,	2.44211e-03,	5.53133e-08,	2.45280e-03
466,	1.03661e-01,	1.03873e-05,	1.73440e-10,	3.01811e-07,	1.29718e-11,	2.44218e-03,	7.38293e-08,	2.45287e-03
467,	1.03672e-01,	1.03869e-05,	1.73787e-10,	3.01993e-07,	1.30045e-11,	2.44225e-03,	7.39076e-08,	2.45294e-03
468,	1.03681e-01,	1.03866e-05,	1.30536e-10,	3.02130e-07,	9.77182e-12,	2.44230e-03,	5.54747e-08,	2.45299e-03
469,	1.03692e-01,	1.03863e-05,	1.74395e-10,	3.02313e-07,	1.30619e-11,	2.44236e-03,	7.40446e-08,	2.45305e-03
470,	1.03703e-01,	1.03859e-05,	1.74743e-10,	3.02496e-07,	1.30948e-11,	2.44243e-03,	7.41229e-08,	2.45312e-03
471,	1.03711e-01,	1.03856e-05,	1.31253e-10,	3.02633e-07,	9.83966e-12,	2.44248e-03,	5.56363e-08,	2.45317e-03
472,	1.03722e-01,	1.03853e-05,	1.75352e-10,	3.02817e-07,	1.31526e-11,	2.44255e-03,	7.42601e-08,	2.45323e-03
473,	1.03730e-01,	1.03850e-05,	1.31710e-10,	3.02954e-07,	9.88301e-12,	2.44260e-03,	5.57392e-08,	2.45328e-03
474,	1.03741e-01,	1.03847e-05,	1.75961e-10,	3.03138e-07,	1.32105e-11,	2.44266e-03,	7.43974e-08,	2.45335e-03
